example_id,content,metadata,tagged_sentence,relation_type
d34c0f60-8df0-4310-b5af-428c63225a6f,"After a period of non-use of at least eight hours, the water temperature may not exceed 24 degrees Celsius.",{'ID': '60_Finnish_Health-WaterAndSewerage'},"<e1>After a period of non-use of at least eight hours</e1>, the water <e2>temperature</e2> may not exceed 24 degrees Celsius.",selection
45adb0b6-63ee-4f42-b6a3-8fc396221c67,The depth of the insulation plus any required air gap should be at least to the depth of the rafters.,{'ID': '128_UK_DocL_V1_ConsrvationOfFuelAndPower'},The <e1>depth</e1> of the <e2>insulation</e2> plus any required air gap should be at least to the depth of the rafters.,part-of
4abb3268-3ba6-47e8-a8b7-4676dbaa9a16,"For buildings other than dwellings and for common access areas in buildings that contain flats, Provide all means of escape routes with a minimum clear headroom of 2m, except in doorways.",{'ID': '28_UK_DocK_ProtectionFromFalling'},"For buildings other than dwellings and for common access areas in <e1>buildings</e1> <e2>that contain flats</e2>, Provide all means of escape routes with a minimum clear headroom of 2m, except in doorways.",selection
d5b6ff18-626d-4e6f-b788-0c67f7a4ebab,"If the cost of installing the required electric vehicle charge point and cable routes for electric vehicle charge points exceeds 7% of the total cost of the major renovation (a) such a building is exempt from the requirement to install the electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of parking spaces, except where the cost of that installation exceeds 7% of the total cost of the major renovation.",{'ID': '75_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},"If the cost of installing the required electric vehicle charge point and cable routes for electric vehicle charge points exceeds 7% of the <e1>total cost</e1> of the major renovation (a) such a building is exempt from the requirement to install the electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of parking spaces, except where the cost of that <e2>installation</e2> exceeds 7% of the total cost of the major renovation.",none
6b2f3ca5-8cea-4616-8679-438446bc6233,"Since doors are potential barriers, their use should be avoided whenever appropriate.",{'ID': '88_UK_DocM_V2_AccessAndUseOfBuildings'},"Since doors are <e1>potential</e1> <e2>barriers</e2>, their use should be avoided whenever appropriate.",selection
533762d6-e592-494d-a08b-a0817b5b4f9f,"If there are associated parking spaces where there is not a requirement to install electric vehicle charge points, cable routes must be installed in all remaining associated parking spaces.",{'ID': '50_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},"If there are <e1>associated</e1> <e2>parking spaces</e2> where there is not a requirement to install electric vehicle charge points, cable routes must be installed in all remaining associated parking spaces.",selection
09b2a395-5293-4b7d-82d4-5312482d59e9,"Door entry controls, where provided, are mounted 900-1000mm above finished ground level, and at least 300mm away from any projecting corner.",{'ID': '46_UK_DocM_V1_AccessAndUseOfBuildings'},"Door entry controls, where provided, are mounted 900-1000mm above finished ground level, and at least <e1>300mm</e1> <e2>away</e2> from any projecting corner.",greater-equal
7d35f4c4-fa65-4d68-a974-f54386ca8aee,"However, a horizontal gap in a protective part must be no higher than ten millimetres.",{'ID': '49_Finnish_SafetyOfUse'},"However, a horizontal <e1>gap</e1> in a <e2>protective part</e2> must be no higher than ten millimetres.",part-of
371e1755-8bb5-456e-bf66-5a50f4c19d59,"Where there is full-height structural guarding, if you provide a second (lower) handrail, the vertical height from the pitch line of the steps (or the surface of the ramp) to the top of the second (lower) handrail should be 600mm.",{'ID': '50_UK_DocK_ProtectionFromFalling'},"Where there is <e1>full-height structural</e1> guarding, if you provide a second (lower) handrail, the vertical height <e2>from the pitch line of the steps (or the surface of the ramp) to the top of the second (lower) handrail</e2> should be 600mm.",none
d0b6759e-deec-451d-bd7a-ec65b96048be,"extract air of category 3 shall be conducted through individual ducts, or common ducts serving spaces of the same type as regards level of air purity, to the outdoors, into a collection duct installed above the spaces it serves or into an extract air chamber.",{'ID': '130_Finnish_Health-IndoorClimateAndVentilation'},"extract air of <e1>category</e1> <e2>3</e2> shall be conducted through individual ducts, or common ducts serving spaces of the same type as regards level of air purity, to the outdoors, into a collection duct installed above the spaces it serves or into an extract air chamber.",equal
2ca092ec-4425-4552-a389-fd0dadfbd154,NOTE: A floor level with a gradient of 1:20 or steeper should be designed as a ramp.,{'ID': '54_UK_DocK_ProtectionFromFalling'},NOTE: A <e1>floor level</e1> with a gradient of 1:20 or steeper should be <e2>designed as a ramp</e2>.,necessity
a1f91cfd-21f8-49a4-8468-746f49f4848e,"For a building that contains more than one dwelling for example a block of flats or a terrace of houses an average target primary energy rate, target emission rate and target fabric energy efficiency rate may be calculated as an alternative to individual target rates for each dwelling.",{'ID': '50_UK_DocL_V1_ConsrvationOfFuelAndPower'},"For a building that contains more than one dwelling for example a block of flats or a terrace of houses an average <e1>target primary energy rate</e1>, <e2>target emission rate</e2> and target fabric energy efficiency rate may be calculated as an alternative to individual target rates for each dwelling.",none
33ed3038-99a6-4b2d-906a-a1db21f2d898,"For heating systems in new dwellings, or when a heat generator such as a boiler is replaced in an existing dwelling, each room should be provided with thermostatic room controls.",{'ID': '250_UK_DocL_V1_ConsrvationOfFuelAndPower'},"For heating systems in new dwellings, or when a heat generator such as a <e1>boiler</e1> is replaced in an <e2>existing</e2> dwelling, each room should be provided with thermostatic room controls.",none
dd056285-1aa4-4c6d-94ac-b911458cb7ea,"Where any of the parking spaces for new buildings other than residential or mixed-use buildings are in a covered car park, the requirement to install an electric vehicle charge point should be met by installing a charge point in a parking space that is not within a covered car park.",{'ID': '70_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},"Where any of the parking spaces for new buildings <e1>other than residential or mixed-use buildings</e1> are in a covered <e2>car park</e2>, the requirement to install an electric vehicle charge point should be met by installing a charge point in a parking space that is not within a covered car park.",none
72e7ed0c-9e73-46b2-a919-20f3fea337fd,"An area with a potentially flammable or explosive atmosphere must not be located in a building where there are dwellings, accommodation premises, institutions or assembly and business premises.",{'ID': '56_Finnish_FireSafety'},"An <e1>area</e1> with a potentially flammable or explosive atmosphere must not be located in a <e2>building</e2> where there are dwellings, accommodation premises, institutions or assembly and business premises.",not-part-of
dd056285-1aa4-4c6d-94ac-b911458cb7ea,"Where any of the parking spaces for new buildings other than residential or mixed-use buildings are in a covered car park, the requirement to install an electric vehicle charge point should be met by installing a charge point in a parking space that is not within a covered car park.",{'ID': '70_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},"Where any of the parking spaces for new buildings other than residential or mixed-use buildings are in a <e1>covered</e1> <e2>car park</e2>, the requirement to install an electric vehicle charge point should be met by installing a charge point in a parking space that is not within a covered car park.",selection
aaca648c-5f60-4300-a30f-887da252ebd0,The use of visually and acoustically reflective wall surfaces should be minimised within the lifting platform to prevent discomfort for people with visual and hearing impairment.,{'ID': '116_UK_DocM_V2_AccessAndUseOfBuildings'},The <e1>use</e1> of visually and acoustically reflective <e2>wall surfaces</e2> should be minimised within the lifting platform to prevent discomfort for people with visual and hearing impairment.,selection
0cafda73-ee3a-4a99-a224-2d142de63618,"Where a wet heating system is either: a. newly installed b. fully replaced in an existing building, including the heating appliance, emitters and associated pipework all parts of the system including pipework and emitters should be sized to allow the space heating system to operate effectively and in a manner that meets the heating needs of the dwelling, at a maximum flow temperature of 55C or lower.",{'ID': '238_UK_DocL_V1_ConsrvationOfFuelAndPower'},"Where a wet <e1>heating system</e1> is either: a. newly installed b. fully replaced in an existing building, including the heating appliance, emitters and associated pipework all <e2>parts</e2> of the system including pipework and emitters should be sized to allow the space heating system to operate effectively and in a manner that meets the heating needs of the dwelling, at a maximum flow temperature of 55C or lower.",selection
